Run,X,Y,Z,Roll,Pitch,Yaw
1,2.30232472,-0.028314005,0.144179256,2.227099959,-2.444399016,-87.77586495
1,2.294196831,-0.038728413,0.128364292,2.789786977,-5.40064649,-86.12937277
1,2.286305227,-0.05604154,0.116400717,1.555474587,-3.163525676,-89.96143728
1,2.29289369,-0.054802932,0.111205791,1.039105742,-3.426837553,-89.74196147
1,2.292792477,-0.043682076,0.110794716,-58.17029823,-41.8094554,-64.61439651
1,2.297458116,-0.055062313,0.114928088,1.044410106,-0.328434953,-89.80547538
1,2.290654959,-0.055788931,0.110636516,-0.889398185,-1.285259486,-90.46422909
1,2.290654959,-0.055788931,0.110636516,-0.889398185,-1.285259486,-90.46422909
1,2.308778973,-0.040586453,0.136842158,0.982926579,-0.131759583,-88.87859823
1,2.297101822,-0.057088049,0.102437961,-2.323630868,1.351368739,-90.15790636
1,2.290212046,-0.056105518,0.116462195,0.128034839,-3.389073081,-91.77085404
1,2.302341207,-0.053377233,0.164928903,4.599359996,-3.044050366,-91.32111139
1,2.290330135,-0.050709951,0.125666957,1.467678042,-3.414589954,-91.47149042
1,2.295010926,-0.061429893,0.119972135,-2.013347447,-4.432555822,-93.86982745
1,2.282223568,-0.046724635,0.109705728,-0.06401416,-5.960819499,-90.00230973
1,2.285025633,-0.065241482,0.106495324,-2.009253741,-1.757330554,-91.14954225
1,2.302232879,-0.036823784,0.139475657,0.946717142,-3.461613427,-88.37601459
1,2.299761353,-0.037554927,0.134260754,2.6742703,-3.647492304,-87.44658724
1,2.302001012,-0.035029435,0.142005506,2.607310672,-4.453211859,-87.88858162
1,2.30094788,-0.057261514,0.130305876,1.299116608,0.080858592,-91.21627116
1,2.294958927,-0.040528631,0.130631193,3.428450248,-3.245361054,-87.41050965
1,2.299639885,-0.037139524,0.136381377,4.910512848,-3.692081405,-87.57529357
1,2.315958263,-0.030531707,0.163080321,5.040103821,-4.109593927,-87.96963086
1,2.28612074,-0.057972479,0.108408623,-0.255540273,-2.3769506,-90.77218193
1,2.315465753,-0.05122697,0.148753385,1.077497349,-1.495233005,-91.03276511
1,2.297758246,-0.038742621,0.136524811,1.741560468,-2.123196996,-89.32067176
1,2.289486525,-0.055233916,0.106816673,-0.21561831,0.08150173,-89.24343636
1,2.2914132,-0.057593432,0.133449846,0.668920955,-1.825812756,-90.56961437
1,2.298854257,-0.038759558,0.137937047,3.008178147,-2.84873531,-88.05587536
1,2.294653949,-0.053408643,0.121531696,2.128701399,-1.190066182,-90.45091443
1,2.297072288,-0.054787745,0.122196389,2.10197652,-1.117283906,-90.83550619
1,2.289294764,-0.049577392,0.104445549,-0.888147764,-1.454685264,-91.09178267
1,2.291715725,-0.041647865,0.124026036,1.276825581,-3.147275421,-88.35988085
1,2.290307811,-0.042401931,0.128333946,1.242193571,-4.506525428,-88.0106158
1,2.309357136,-0.042799369,0.153458249,3.477158492,-0.920774261,-89.11659324
1,2.291204405,-0.040923437,0.127625073,-0.183457812,-3.714756867,-89.6703598
1,2.299859248,-0.039957989,0.135443774,2.04950309,-2.481222082,-89.03788388
1,2.300784223,-0.040652903,0.138880882,2.351843414,-1.758527323,-88.24475222
1,2.310488262,-0.050297926,0.159620403,2.915134302,-1.364795808,-90.30776011
1,2.281781923,-0.047025768,0.107502376,-0.044723217,-1.1854949,-88.88759334
1,2.296557162,-0.046663978,0.126462443,-0.233021687,-1.232915281,-89.63574188
1,2.278179042,-0.045937382,0.101428748,-1.804326128,-1.816763351,-88.9692054
1,2.294977371,-0.048834188,0.131234836,1.750359293,-0.107065134,-89.96346763
1,2.289243984,-0.046703009,0.126637073,0.997131059,-2.565339619,-89.39540289
1,2.285837582,-0.04198814,0.115720565,-0.815323914,-2.686761796,-88.51198988
1,2.300350797,-0.037839346,0.138631032,2.153708512,-3.700866132,-88.70619319
1,2.304883888,-0.04648371,0.145507242,2.691572254,-1.159607234,-89.14986619
1,2.295502894,-0.049000232,0.144754367,3.563646924,0.270731765,-89.82457391
1,2.294871879,-0.045155193,0.134767454,2.852120911,-1.969346205,-89.32211505
1,2.29604913,-0.046804667,0.132000154,2.709692254,-2.023744237,-89.5954723
1,2.287813335,-0.040285987,0.120987056,0.058129988,-1.593269051,-88.86214433
1,2.297121847,-0.052831507,0.135764831,0.969281924,-1.935422986,-91.2230661
1,2.287107503,-0.05379677,0.117045828,0.517555301,0.095487662,-91.52379294
1,2.293334532,-0.051475352,0.13005503,1.462007455,-1.369749228,-90.6640561
1,2.300782725,-0.059737577,0.157168519,2.904753241,-1.672655247,-90.72697969
1,2.287516939,-0.038072066,0.109831526,0.888796098,-2.494184124,-90.17039453
1,2.287962577,-0.038710575,0.109257378,-0.475155788,-1.844703933,-90.04974361
1,2.300525472,-0.011214979,0.116514973,-1.87149587,-6.319716676,-83.87768003
1,2.294029602,-0.036168939,0.126906534,-0.063561228,-4.540517578,-88.60153282
1,2.287906101,-0.034211759,0.107102483,-3.305044776,-4.692964328,-88.58712584
1,2.268994178,-0.037100694,0.086210256,-1.986453145,-2.183044587,-90.77455648
1,2.28910388,-0.048319839,0.130848666,1.001376663,-1.757550613,-90.61906449
1,2.280255827,-0.039929775,0.101438766,0.00024468,-0.177586254,-91.94681783
1,2.305980143,-0.062054263,0.157948029,3.61272909,-1.570076899,-92.29637629
1,2.292580821,-0.03930058,0.11506959,1.501616712,0.280117182,-90.18390172
1,2.274299114,-0.029838607,0.095009633,-0.084168473,-0.281977682,-89.91697641
1,2.28952976,-0.031836345,0.109647876,0.293682693,-1.787498495,-89.05082423
1,2.277200325,-0.029585728,0.100624312,-0.545537777,-1.0126063,-89.63347183
1,2.274257947,-0.034909252,0.102825508,0.626435709,-1.699090364,-90.37699511
1,2.290244226,-0.036964412,0.116179259,-80.17351939,33.46130336,-118.7183171
1,2.296895418,-0.031201444,0.118725661,-1.709411166,-4.745304476,-88.29154999
1,2.292267599,-0.044620892,0.130427649,2.145136758,-1.15670429,-90.98945484
1,2.281819905,-0.035086806,0.109245184,1.343803769,-2.354862771,-91.72902795
1,2.27543964,-0.038538087,0.111229361,4.589376302,0.514566078,-93.33933128
1,2.295809225,-0.034120747,0.115134401,0.722175927,-2.519623117,-89.90262571
1,2.288274494,-0.030824059,0.109761188,-0.363899759,-2.335778538,-91.17229613
1,2.27992067,-0.022037708,0.102260957,-1.359625199,-2.130136548,-88.23531023
1,2.294462645,-0.03532152,0.124591477,1.80391746,-1.231807038,-90.54519284
1,2.280527218,-0.023948096,0.095783366,-0.22212427,-2.643728225,-88.99626827
1,2.295135075,-0.02938354,0.123358148,1.590217788,-1.899162047,-89.03252552
1,2.274369666,-0.010315428,0.074387455,-4.236842595,-4.231530443,-87.08575022
1,2.312379671,-0.04904274,0.148730845,1.568539534,-1.525661962,-89.29725116
1,2.278384899,-0.027122041,0.099499083,2.505962234,-0.960052596,-91.22913424
1,2.28592123,-0.024365406,0.103238906,1.666133986,-2.103212728,-91.29150845
1,2.291783069,-0.036697063,0.124886384,5.379422249,1.033385987,-91.50060541
1,2.297510492,-0.048551367,0.134739428,2.797835119,-0.403190714,-91.6252773
1,2.300588381,-0.042728477,0.124685413,1.04535002,-1.539950211,-88.66648687
1,2.304535768,-0.029804729,0.122269103,1.437351416,-2.991988878,-87.92567793
1,2.286099302,-0.016224085,0.094324007,0.037614091,-1.411946153,-89.96771667
1,2.283980656,-0.04605942,0.10448399,1.296992973,-0.663524402,-91.12919494
1,2.294258245,-0.043103079,0.138912556,5.395258251,-1.013981121,-87.65661349
1,2.296111473,-0.03529168,0.109724901,1.129556916,-1.36572893,-89.26184929
1,2.300833928,-0.056053601,0.142570538,3.782003118,-1.624974269,-89.50812235
1,2.297671794,-0.035217656,0.115232059,-0.490488658,-2.601651442,-89.36637117
1,2.295170912,-0.038252052,0.135208906,3.607726816,-0.260213903,-89.88886193
1,2.305942047,-0.074950616,0.171659038,5.200817245,-2.274316008,-90.16294745
1,2.305942047,-0.074950616,0.171659038,5.200817245,-2.274316008,-90.16294745
1,2.292682407,-0.034021415,0.124826493,3.434933865,-3.323996511,-89.68134015
1,2.296341309,-0.039322267,0.129407314,4.197135163,1.787096949,-90.25349849
1,2.288635345,-0.030423359,0.102099992,0.536998304,-1.271593041,-90.48381726
1,2.291234287,-0.032036659,0.098712828,0.729795359,-0.694621195,-89.7785973
1,2.298150338,-0.057460748,0.12816275,1.932855381,-2.857316899,-90.95009913
1,2.29773299,-0.035613537,0.117570206,2.182433266,-3.062710854,-89.67459565
1,2.303758723,-0.068044604,0.164004232,3.81699261,-4.070790883,-90.82090164
1,2.28579036,-0.001225466,0.067335091,0.424958605,2.439099406,-92.07596368
1,2.296346885,-0.037789817,0.119572864,3.146024624,-0.822244593,-91.1414666
1,2.296346885,-0.037789817,0.119572864,3.146024624,-0.822244593,-91.1414666
1,2.296931902,-0.028098343,0.103642206,0.291122108,-2.844892796,-90.0069746
1,2.291070747,-0.011243464,0.101502036,1.435716518,-0.993877484,-90.52988759
1,2.295601286,-0.041473061,0.128283058,3.395226225,-1.9604052,-90.17513399
1,2.298091528,-0.014571489,0.094804279,0.741128189,-1.873918449,-89.73336046
1,2.31196896,-0.009916286,0.088417295,-4.870091006,-4.892242051,-86.82319225
1,2.293423833,-0.012622562,0.09244409,1.604567152,-0.54048001,-91.27986402
1,2.300469453,-0.025019594,0.10533101,-0.886311162,-3.541657508,-90.55084667
1,2.295381306,-0.012080831,0.095608219,1.691658908,-1.271115532,-89.12006707
1,2.298742966,-0.00645769,0.092550585,1.506981602,-1.192889335,-89.06881258
1,2.296964423,-0.006191748,0.092162003,2.271024198,-0.481948445,-90.2059568
1,2.294576663,0.001130725,0.077933004,1.868088922,1.509245737,-91.23810191
1,2.30138333,-0.033236225,0.123244072,2.289923691,-2.338526516,-91.13541169
1,2.297313016,-0.015607708,0.100895651,1.666980204,-1.58666135,-90.79912313
1,2.308257249,-0.019460684,0.110412692,-0.160377737,-3.527689181,-89.78483958
1,2.308257249,-0.019460684,0.110412692,-0.160377737,-3.527689181,-89.78483958
1,2.361458572,-0.015778162,0.122685533,-12.67597047,-12.12856943,-79.04985565
1,2.297435691,0.00161517,0.085607901,1.613891687,0.851023607,-88.9021276
1,2.305887257,-0.016276031,0.098945676,0.339136049,-2.33979167,-87.47540841
1,2.307621207,-0.073203286,0.17336586,4.029915341,-7.408358928,-90.03612465
1,2.31803638,0.012945676,0.053164438,-8.223149586,-4.424631477,-84.57842994
1,2.306669186,-0.026103148,0.117260423,0.353774837,-2.401821853,-89.84901148
1,2.303317434,-0.023594733,0.09487549,-0.018258667,-1.370703763,-89.88484688
1,2.320717146,-0.023831146,0.091395308,-3.67334575,-5.053365209,-88.26466002
1,2.337057478,-0.030462829,0.097779687,-9.804036465,-8.147820027,-85.05355998
1,2.337057478,-0.030462829,0.097779687,-9.804036465,-8.147820027,-85.05355998
1,2.309121353,-0.031208012,0.155323242,3.68253315,-5.544047591,-88.56310992
1,2.305492158,-0.030281921,0.109222773,1.453341493,-3.382964856,-91.60231846
1,2.308719511,-0.036209599,0.157928728,3.704959412,-6.274253848,-87.23222106
1,2.30614939,-0.048493188,0.170972882,3.709345643,-7.242089037,-88.04372341
1,2.315774098,-0.042480535,0.117449912,-1.477137768,-6.102221628,-90.18603707
1,2.309175048,-0.001708622,0.076423681,1.566973922,-0.590578891,-89.00260725
1,2.315703026,-0.025951928,0.093867893,-2.643706875,-2.385345418,-89.8391442
1,2.316842018,-0.031340104,0.10097692,-2.578765343,-3.065924871,-90.54401356
1,2.319055568,-0.002808012,0.071026343,-2.56030933,-2.477669967,-88.9969434
1,2.313111295,-0.01577326,0.108405288,2.173218096,-3.041904601,-89.85480144
1,2.313111295,-0.01577326,0.108405288,2.173218096,-3.041904601,-89.85480144
1,2.319529806,-0.051850292,0.137440637,-2.802650552,-7.441553998,-91.54156289
1,2.315631906,0.014906726,0.068825218,1.852632755,2.352226069,-90.47745073
1,2.310635353,-0.022701744,0.112819388,1.263296425,-2.324019872,-91.03431076
1,2.318339618,0.003231639,0.079290009,-0.219065173,0.011093752,-90.54824405
1,2.305064118,-0.046116541,0.125203723,1.034655622,-3.783293713,-92.11676928
1,2.316384956,-0.008949981,0.09183006,1.638382847,0.948429693,-90.07685346
1,2.379267115,0.152785032,0.079879757,-72.04790782,-66.78840173,-28.05079674
1,2.3233146,0.000768873,0.088325068,0.752449261,-0.490023133,-88.98488444
1,2.314820517,-0.025699701,0.109302947,0.946627294,-3.440321518,-89.60658343
1,2.32104551,-0.012474449,0.093351611,-0.027154437,-2.140382177,-91.52707752
1,2.322029944,-0.039871879,0.121823733,-1.615485318,-4.588511455,-90.40852242
1,2.328945259,0.015727665,0.064298341,0.081700589,2.150193286,-88.77383583
1,2.323275915,-0.006665292,0.099526196,2.013185981,-1.300495879,-89.10256996
1,2.327232724,-0.0438943,0.134630196,-1.476420799,-7.474497988,-90.16528366
1,2.346007663,0.073375361,-0.002381411,-83.85114647,-80.90512406,-16.29709271
1,2.325770081,-0.00223585,0.082125352,-0.185440255,0.685893524,-89.87070743
1,2.321352149,-0.008167467,0.089809177,0.889445483,-0.456317727,-89.91888919
1,2.331545407,-0.068571945,0.107056027,-12.09681076,-5.358067983,-89.67791006
1,2.332981287,-0.015619225,0.085334741,-3.793740822,-2.160406975,-90.07490422
1,2.415828923,0.000906651,0.236061011,-29.88917253,-33.91612986,-74.75657019
1,2.338481637,-0.029257869,0.083803922,-8.264753066,-4.828177891,-88.18024715
1,2.337493382,-0.033108667,0.080801973,-9.300531871,-5.213253647,-90.73882571
1,2.329554228,-0.002970689,0.082458726,2.28820482,-0.126356734,-89.71876954
1,2.351777661,0.066846736,-0.022967154,-82.30305614,-73.04050708,-22.77352495
1,2.34276531,-0.026059859,0.046039013,-11.65320966,-1.471351504,-88.58933343
1,2.332021156,-0.004167092,0.076970386,-0.213340583,-1.398166923,-90.69140204
1,2.336697452,-0.015709948,0.097436878,0.041480588,-2.8693443,-90.77974484
1,2.354609882,0.064111282,-0.008209688,-72.62398036,-67.72198148,-36.32701104
1,2.377690498,0.020266579,0.19150893,32.88486328,32.07168335,-77.70750243
1,2.321683671,-0.04034453,0.131500051,-0.526784541,-6.245595784,-91.30119814
1,2.32965667,-0.028800746,0.118841231,0.156696323,-3.99843115,-91.29015457
1,2.324292518,-0.034952257,0.117544181,-1.042982893,-3.468627744,-91.95978541
1,2.345094516,-0.008944691,0.06637621,-5.154272229,-0.764222468,-87.78299395
1,2.339877587,-0.016414865,0.081544695,-2.482776451,-0.481741522,-91.20783398
1,2.327302314,-0.0383143,0.118302529,-0.368386823,-6.871427349,-93.74768482
1,2.344414263,-0.012380471,0.072811662,-2.187178543,-0.635063987,-90.47856798
1,2.334848829,-0.028354886,0.104009864,0.355934545,-5.569643185,-92.93959281
1,2.362733385,0.041686575,-0.005299394,-59.207972,-64.30603884,-50.79689265
1,2.342148014,-0.007812968,-0.077332471,-66.93624412,-60.98100749,-47.02292759
1,2.34017594,-0.008708156,0.08083334,1.820542345,-1.768384405,-92.50698817
1,2.355103137,-0.065052182,0.131449729,-20.68435038,-12.19259251,-86.06980985
1,2.353783434,-0.00162625,0.06187336,-2.72215221,-1.913530278,-90.66011923
1,2.34224018,-0.018005963,-0.100958809,-67.05162316,-57.19042464,-51.39318529
1,2.340355913,-0.016654327,0.092383081,-0.044244702,-0.358220969,-90.04013179
1,2.356164433,-0.006667023,0.208122903,-25.43424233,-25.67803386,-80.92439795
1,2.426848935,0.074080742,-0.133504305,21.72483658,26.62300707,-83.59477784
1,2.341860061,-0.036151208,0.208582401,56.22131725,31.08837653,-66.67475831
1,2.351822324,-0.001980001,0.074096681,0.027532466,1.094693913,-85.82583803
1,2.328380171,-0.051134181,0.106433786,-3.488681035,-1.257264843,-91.51470814
1,2.337366821,-0.053698203,0.089670168,-12.29416312,-0.086290827,-86.06110108
1,2.492959384,0.07928473,-0.114841252,36.07396634,21.05055506,-81.95659953
1,2.331092599,-0.033757588,0.104368597,2.777248417,-2.060866763,-91.53881226
1,2.464890231,0.070759837,-0.093625361,-2.199975992,9.452136406,-85.63701483
1,2.385203734,0.003886238,0.119556492,-43.20918152,-34.77031629,-74.71207446
1,2.369130128,-0.001606599,0.054598919,3.014165839,-0.913655548,-89.05475687
1,2.34851763,-0.032128279,0.083169777,1.87335152,-1.670579362,-89.99846898
1,2.326109946,-0.083093075,0.163420383,-17.12295145,-8.193470636,-89.26638187
1,2.349591209,-0.029423862,-0.073991464,-66.4881676,-41.28077144,-63.35822792
1,2.346977675,-0.030584662,0.084621568,92.8666624,30.04945626,-57.07178566
1,2.344830293,-0.024557908,0.082875216,91.28744628,30.02831377,-57.79122434
1,2.337528336,-0.038783467,0.092441818,89.82677398,30.98347821,-60.44378616
1,2.336844192,-0.060652014,0.130524645,-20.21406232,-7.81748411,-86.99435587
1,2.323714535,-0.048295994,0.121759785,-1.592971175,-4.571441091,-92.50937883
1,2.331049703,-0.043018891,0.108219086,-1.165168526,-4.878882317,-92.27100426
1,2.328655062,-0.041205513,0.109052095,-1.793452178,-4.168400389,-91.33184028
1,2.332019205,-0.04155542,0.10696475,0.300601208,0.331744147,-90.49647889
1,2.32758469,-0.043905666,0.107663712,-2.574410409,-4.201226111,-91.02912149
1,2.339128745,-0.038445371,0.102367565,1.840655694,-5.157215976,-93.69901909
1,2.381812099,-0.039326856,-0.002121158,-19.77507394,-24.56037999,-87.63760681
1,2.317035019,-0.048616833,0.125136366,-2.744198076,-4.705145488,-91.60346227
1,2.351344911,-0.037120035,0.090025825,3.044224954,-4.799136815,-92.92831605
1,2.32346321,-0.045890442,-0.119158159,-65.2999419,-27.04824699,-73.1310105
1,2.292803524,-0.055919293,-0.178557286,-67.25178352,-23.48711521,-72.38017662
1,2.330502226,-0.03951427,0.109763928,-6.651870328,-3.790848822,-89.55271936
1,2.352078467,-0.041814376,0.091865872,-25.07127799,-5.951630044,-88.6316603
1,2.330404163,-0.049838511,0.104410322,0.167071089,-5.323558649,-94.25455417
1,2.343664827,-0.042486417,0.089011423,0.496391363,-0.872037163,-91.34482815
1,2.326076201,-0.048371915,0.113097244,0.909639571,-5.273686096,-92.68777586
1,2.34988888,-0.030726184,-0.064815831,-51.03891408,-12.99962884,-82.25566694
1,2.341726622,-0.047455495,0.092932142,0.323602746,-1.174320425,-90.98646144
1,2.314213353,-0.055471567,0.127217776,-1.553050402,-5.234981735,-93.09163225
1,2.346988185,-0.05062924,0.072447587,-7.803800499,-2.099280743,-90.0486635
1,2.33644579,-0.061190582,0.090263745,-18.44753592,2.129789467,-88.4973718
1,2.337715595,-0.047507008,-0.078217952,-52.9003875,-19.35287159,-82.20466682
1,2.334665117,-0.055154811,-0.103469075,-49.82708222,-10.78538243,-85.33886402
1,2.338303603,-0.046128601,-0.084421013,-51.8307228,-8.952208771,-86.25971019
1,2.307635236,-0.053229151,0.136076231,-1.620433356,-6.006509426,-93.44977943
1,2.307635236,-0.053229151,0.136076231,-1.620433356,-6.006509426,-93.44977943
1,2.277446124,-0.056258581,-0.199735312,-62.95069864,-9.546704476,-84.87083001
1,2.355893803,-0.04712842,0.078965215,0.088226318,-1.89603128,-89.14950715
1,2.326071255,-0.057486892,0.108995804,-1.293152564,-6.503407774,-93.49077087
1,2.323243795,-0.054938703,0.113446035,0.746651854,-5.109403809,-93.11389731
1,2.355338388,-0.060984763,0.061188934,86.89225961,-5.724549507,-95.61402287
1,2.300358607,-0.057917521,0.142473639,-1.616852319,-1.967187427,-92.25540665
1,2.331956331,-0.061813962,0.106539896,-0.450223159,-6.949819214,-93.815548
1,2.321959938,-0.060475572,0.111106441,-0.238046189,-4.574102545,-94.00842767
1,2.362867437,-0.066585143,0.053389221,1.248038258,-2.919069154,-93.43334674
1,2.362867437,-0.066585143,0.053389221,1.248038258,-2.919069154,-93.43334674
1,2.360482475,-0.067299375,0.054646148,89.79132413,-9.813479629,-99.13392044
1,2.336673712,-0.066044372,0.096001846,0.186763072,-6.266497665,-93.91029781
1,2.327387571,-0.066784843,0.105263494,90.49906005,-13.04639858,-101.9954634
1,2.330511502,-0.060577158,0.107166568,-1.733851752,-2.164937465,-92.1446625
